id,title,series,author,genre,date_published,publisher,num_of_page,lang,review_count,rate,award
475,Blankets,,Craig Thompson,"Sequential Art,Graphic Novels,Sequential Art,Comics,Fiction,Young Adult,Romance,Graphic Novels Comics,Young Adult,Coming Of Age,Contemporary,Religion",August 18th 2003,"Top Shelf Productions

            ,",592,English,"6,991",4.03,"Harvey Awards for Best Graphic Album of Original Work, Best Artist (for Craig Thompson), & Best Cartoonist (for Craig Thompson) (2004),Salón Internacional del Cómic de Barcelona for Premio del público a la mejor obra extranjera (2005),Will Eisner Comic Industry Awards for Best Graphic Album–New (2004),Grand Prix de la Critique (2005)"
476,The Book of Negroes,,Lawrence Hill,"Historical,Historical Fiction,Fiction,Cultural,Canada,Historical,Cultural,Africa,Cultural,African American,Adult Fiction,Book Club,Adult",January 12th 2015,"W. W. Norton  Company

            ,",512,English,"6,564",4.4,"Scotiabank Giller Prize Nominee (2007),Gustavus Myers Outstanding Book Award (2009),Hurston/Wright Legacy Award Nominee for Fiction (2008),Commonwealth Writers' Prize for Best Book Overall (2008),CBC Canada Reads (2009)"
477,In the Heart of the Sea: The Tragedy of the Whaleship Essex,,Nathaniel Philbrick,"History,Nonfiction,Adventure,Historical,Adventure,Survival,North American Hi...,American History,Audiobook,Biography,Adventure,Maritime",May 1st 2001,"Penguin Books

            ,",302,English,"6,174",4.1,"National Book Award for Nonfiction (2000),Ambassador Book Award for American Studies (2001),Massachusetts Book Award Nominee for Nonfiction (2001),ALA Alex Award (2001)"
478,The Absolutely True Diary of a Part-Time Indian,,"Sherman Alexie,Ellen Forney","Young Adult,Fiction,Contemporary,Realistic Fiction,Humor,Young Adult,Coming Of Age,Young Adult,Teen,Academic,School,Audiobook",September 12th 2007,"Little, Brown Books for Young Readers",230,English,"24,719",4.07,"National Book Award for Young People's Literature (2007),Odyssey Award (2009),American Indian Library Association Award,South Carolina Book Award Nominee for Young Adult Book Award (2010),Rhode Island Teen Book Award Nominee (2009)"
479,"Bitten (Otherworld, #1)","
        (Otherworld #1)
",Kelley Armstrong,"Fantasy,Urban Fantasy,Fantasy,Fantasy,Paranormal,Romance,Shapeshifters,Werewolves,Romance,Paranormal Romance,Fiction,Fantasy,Supernatural,Adult",September 7th 2004,"Plume Books

            ,",436,English,"4,670",4,
480,"Dark Lover (Black Dagger Brotherhood, #1)","
        (Black Dagger Brotherhood #1)
",J.R. Ward,"Romance,Fantasy,Paranormal,Paranormal,Vampires,Romance,Paranormal Romance,Fantasy,Fantasy,Urban Fantasy,Adult,Fiction,Fantasy,Supernatural",September 6th 2005,"Penguin Group (USA)

            ,",393,English,"13,885",4.16,"All About Romance (AAR) Annual Reader Poll for Best Alt Reality/Paranormal (2006),RITA Award by Romance Writers of America Nominee for Paranormal Romance (2006),Romantic Times Reviewers' Choice Award (RT Award) Nominee for Vampire Romance (2005),HOLT Medallion by Virginia Romance Writers Nominee for Paranormal/Time Travel/Futuristic/Fantasy (2006),DABWAHA Romance Tournament for Best Paranormal: Vampires, Werewolves, and the Supernatural (2006)"
481,The Orphan Master's Son,,Adam Johnson,"Fiction,Historical,Historical Fiction,Cultural,Asia,Literary Fiction,Contemporary,Literature,Novels,Audiobook,Book Club",January 10th 2012,Random House,443,English,"10,320",4.03,"Pulitzer Prize for Fiction (2013),California Book Award for Fiction (Gold) (2012),Dayton Literary Peace Prize for Fiction (2013),National Book Critics Circle Award Nominee for Fiction (2012),Andrew Carnegie Medal Nominee for Fiction (2013)"
482,And the Mountains Echoed,,Khaled Hosseini,"Fiction,Historical,Historical Fiction,Contemporary,Novels,Adult,Adult Fiction,Literary Fiction,Book Club,Historical",May 21st 2013,"Riverhead Books

            ,",404,English,"29,574",4.05,"Australian Book Industry Award (ABIA) Nominee for International Book (2014),Andrew Carnegie Medal Nominee for Fiction (2014),Goodreads Choice Award for Fiction (2013),DSC Prize Nominee for South Asian Literature  for Longlist (2015)"
483,"The End of Faith: Religion, Terror, and the Future of Reason",,Sam Harris,"Nonfiction,Religion,Philosophy,Religion,Atheism,Science,Politics,History,Psychology,Spirituality",September 17th 2005,"W. W. Norton  Company

            ,",348,English,"1,756",3.84,PEN/Martha Albrand Award for First Nonfiction Writers (2005)
484,"44 Scotland Street (44 Scotland Street, #1)","
        (44 Scotland Street #1)
","Alexander McCall Smith,Iain McIntosh","Fiction,Cultural,Scotland,Mystery,Contemporary,Humor,Audiobook,Adult Fiction,European Literature,British Literature,Novels",June 14th 2005,"Anchor

            ,",325,English,"2,518",3.61,
485,The Last Song,,Nicholas Sparks,"Romance,Fiction,Young Adult,Contemporary,Womens Fiction,Chick Lit,Adult,Realistic Fiction,Adult Fiction,Drama",September 8th 2009,"Grand Central Publishing

            ,",390,English,"12,293",4.15,Goodreads Choice Award for Chick Lit (2009)
486,Consider the Lobster and Other Essays,,David Foster Wallace,"Nonfiction,Writing,Essays,Philosophy,Humor,Short Stories,Literature,Literature,American,Contemporary,Writing,Journalism",December 13th 2005,"Little, Brown and Company",343,English,"3,112",4.13,
487,On Chesil Beach,,Ian McEwan,"Fiction,Historical,Historical Fiction,Contemporary,Literary Fiction,European Literature,British Literature,Romance,Novels,Literature,Adult",March 23rd 2007,Jonathan Cape,166,English,"7,525",3.59,"Booker Prize Nominee (2007),British Book Award (2008),Prix Littéraire Européen - Madeleine Zepter (2008),International Dublin Literary Award Nominee (2009)"
488,"Dissolution (Matthew Shardlake, #1)","
        (Matthew Shardlake #1)
",C.J. Sansom,"Historical,Historical Fiction,Mystery,Fiction,Historical,Mystery,Crime,Mystery,Historical Mystery,European Literature,British Literature,English History,Tudor Period,Thriller,Mystery Thriller",2004,"Pan

            ,",456,English,"3,085",4.01,
489,Tell No One,,Harlan Coben,"Mystery,Thriller,Fiction,Mystery,Crime,Suspense,Thriller,Mystery Thriller,Drama,Novels,Adult",August 25th 2009,"Dell Publishing Company

            ,",370,English,"6,102",4.07,"Barry Award Nominee for Best Novel (2002),Macavity Award Nominee for Best Mystery Novel (2002),Anthony Award Nominee for Best Novel (2002),Audie Award for Mystery (2002),Edgar Award Nominee for Best Novel (2002)"
490,"Brisingr (The Inheritance Cycle, #3)","
        (The Inheritance Cycle #3)
",Christopher Paolini,"Fantasy,Young Adult,Fiction,Fantasy,Dragons,Adventure,Fantasy,Magic,Fantasy,High Fantasy,Fantasy,Epic Fantasy,Science Fiction Fantasy",September 20th 2008,Alfred A. Knopf,748,English,"9,456",4.05,
491,Lips of a Mastodon,,Ted Bernal Guevara,"Drama,Mystery,Fiction,Mystery,Crime,Thriller,Suspense,Thriller,Psychological Thriller,Adult Fiction,Novels",September 30th 2015,Rumble Lit Press,226,English,24,3.51,
492,Station Eleven,,Emily St. John Mandel,"Fiction,Science Fiction,Science Fiction,Dystopia,Apocalyptic,Post Apocalyptic,Adult,Audiobook,Fantasy,Literary Fiction,Adult Fiction",September 9th 2014,Knopf,333,English,"42,425",4.05,"Locus Award Nominee for Best SF Novel (2015),Arthur C. Clarke Award (2015),Kurd-Laßwitz-Preis Nominee for Bestes ausländisches Werk (Best Foreign Work) (2016),PEN/Faulkner Award for Fiction Nominee (2015),Sunburst Award Nominee for Adult (2015)"
493,Cell,,Stephen King,"Horror,Fiction,Horror,Zombies,Thriller,Science Fiction,Apocalyptic,Post Apocalyptic,Fantasy,Science Fiction,Apocalyptic,Science Fiction,Dystopia",Dec-06,"Pocket Star Books

            ,",449,English,"6,433",3.66,
494,Anathem,,Neal Stephenson,"Science Fiction,Fiction,Fantasy,Philosophy,Speculative Fiction,Science Fiction Fantasy,Audiobook,Novels,Science Fiction,Cyberpunk",September 9th 2008,William Morrow,937,English,"5,029",4.13,"Hugo Award Nominee for Best Novel (2009),Locus Award for Best Science Fiction Novel (2009),Arthur C. Clarke Award Nominee (2009),British Science Fiction Association Award Nominee for Best Novel (2008),Endeavour Award Nominee (2009)"
495,Just Kids,,Patti Smith,"Nonfiction,Autobiography,Memoir,Music,Biography,Art,Biography,Autobiography,Biography Memoir,Audiobook,New York",January 19th 2010,Ecco,304,English,"12,573",4.15,"National Book Award for Nonfiction (2010),Stonewall Book Award Nominee for Nonfiction (2011),Lambda Literary Award Nominee for Bisexual Nonfiction (2011),National Book Critics Circle Award Nominee for Autobiography (2010),NAIBA Book of the Year for Nonfiction (2010)"
496,"The Selection (The Selection, #1)","
        (The Selection #1)
",Kiera Cass,"Young Adult,Romance,Science Fiction,Dystopia,Fantasy,Fiction,Science Fiction,Audiobook,Young Adult,Teen,Womens Fiction,Chick Lit",April 24th 2012,HarperTeen,336,English,"58,829",4.11,"Lincoln Award Nominee (2015),Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2012)"
497,"The Hate U Give (The Hate U Give, #1)","
        (The Hate U Give #1)
",Angie Thomas,"Young Adult,Fiction,Contemporary,Audiobook,Realistic Fiction,Race,Social Movements,Social Justice,Young Adult,Teen,Young Adult,Young Adult Contemporary",February 28th 2017,Balzer + Bray,444,English,"65,890",4.5,"National Book Award Nominee for Young People's Literature (2017),Odyssey Award (2018),William C. Morris YA Debut Award (2018),Los Angeles Times Book Prize Nominee for Young Adult Literature (2017),Edgar Award Nominee for Best Young Adult (2018)"
498,Annihilation,"
        (Southern Reach #1)
",Jeff VanderMeer,"Science Fiction,Fiction,Horror,Fantasy,Mystery,Science Fiction,Dystopia,Audiobook,Science Fiction Fantasy,Adult",February 4th 2014,"Farrar, Straus and Giroux",195,English,"19,485",3.73,"Nebula Award for Best Novel (2014),Locus Award Nominee for Best Science Fiction Novel (2015),Warwick Prize for Writing Nominee for Longlist (2015),Shirley Jackson Award for Novel (2014),Tähtivaeltaja Award Nominee (2016)"
499,The Casual Vacancy,,J.K. Rowling,"Fiction,Contemporary,Mystery,Adult,Adult Fiction,Drama,Unfinished,European Literature,British Literature,Novels",September 27th 2012,"Little, Brown and Company",503,English,"31,798",3.31,Goodreads Choice Award for Fiction (2012)
500,The Sisters Brothers,,Patrick deWitt,"Fiction,Westerns,Historical,Historical Fiction,Historical,Cultural,Canada,Humor,Adventure,Novels,Mystery,Crime",April 26th 2011,Ecco,328,English,"9,190",3.82,"Booker Prize Nominee (2011),Oregon Book Award for Fiction (2012),Stephen Leacock Memorial Medal (2012),Scotiabank Giller Prize Nominee (2011),Governor General's Literary Awards / Prix littéraires du Gouverneur général for Fiction (2011)"
501,The Big Short: Inside the Doomsday Machine,"
        (Liar's Poker #2)
",Michael   Lewis,"Nonfiction,Business,Economics,Economics,Finance,History,Politics,Audiobook,Currency,Money,Writing,Journalism",November 16th 2015,"W. W. Norton  Company

            ,",320,,"7,155",4.26,"Los Angeles Times Book Prize for Current Interest (2010),Financial Times and McKinsey Business Book of the Year Nominee for Shortlist (2010),Robert F. Kennedy Book Award (2011),Goodreads Choice Award Nominee for Nonfiction (2010)"
502,The Raw Shark Texts,,Steven  Hall,"Fiction,Fantasy,Science Fiction,Mystery,Thriller,Horror,Novels,Contemporary,Literature",April 10th 2007,"Canongate Us

            ,",427,English,"1,917",3.78,"Arthur C. Clarke Award Nominee (2008),Somerset Maugham Award (2008),Borders Original Voices Award for Fiction (2007),Tähtivaeltaja Award Nominee (2008)"
503,HHhH,,"Laurent Binet,احمد پرهیزی","Fiction,Historical,Historical Fiction,War,War,World War II,Cultural,France,Historical,Cultural,Germany,Literature,Novels",Jan-10,Grasset,442,French,"2,404",3.97,"Independent Foreign Fiction Prize Nominee for Longlist (2013),National Book Critics Circle Award Nominee for Fiction (2012),French-American Foundation Translation Prize Nominee for Fiction (2012),本屋大賞 for 1st place in Translated Fiction (2014),Waterstones Book of the Year Nominee (2012)"
504,A Mercy,,Toni Morrison,"Fiction,Historical,Historical Fiction,Cultural,African American,Historical,Classics,Literature,Literary Fiction,Novels,Race",November 11th 2008,"Knopf Publishing Group

            ,",167,English,"3,041",3.68,"Orange Prize Nominee for Fiction Longlist (2009),James Tait Black Memorial Prize Nominee for Fiction (2008),The Rooster -- The Morning News Tournament of Books (2009)"
505,"Seven Up (Stephanie Plum, #7)","
        (Stephanie Plum #7)
",Janet Evanovich,"Mystery,Fiction,Humor,Womens Fiction,Chick Lit,Romance,Mystery,Crime,Humor,Comedy,Thriller,Mystery Thriller,Contemporary",June 17th 2002,"St. Martin's Press

            ,",337,English,"2,259",4.12,
506,"Fade (Wake, #2)","
        (Wake #2)
",Lisa McMann,"Young Adult,Fantasy,Fantasy,Paranormal,Romance,Fiction,Mystery,Fantasy,Supernatural,Young Adult,Teen,Fantasy,Urban Fantasy",February 10th 2009,Simon  Schuster Books for Young Readers,248,English,"2,417",3.89,
507,"Blood & Spirits (The Coming Storm, #1)","
        (The Coming Storm #1)
",Dennis Sharpe,"Fantasy,Urban Fantasy,Paranormal,Vampires,Fantasy,Paranormal,Fantasy,Supernatural,Fantasy,Paranormal,Ghosts,Horror,Horror,Zombies,Drama",April 21st 2011,"Createspace Independent Publishing Platform

            ,",310,English,49,3.51,
508,The Night Watch,,Sarah Waters,"Historical,Historical Fiction,Fiction,LGBT,Historical,GLBT,Queer,War,World War II,War,LGBT,Lesbian,European Literature,British Literature",September 27th 2006,"Riverhead Books

            ,",528,English,"2,096",3.66,"Booker Prize Nominee (2006),Orange Prize Nominee for Fiction Shortlist (2006),James Tait Black Memorial Prize Nominee for Fiction (2006),Golden Crown Literary Award for Lesbian Dramatic/General Fiction (2007)"
509,The Terror,,Dan Simmons,"Horror,Historical,Historical Fiction,Fiction,Fantasy,Historical,Thriller,Adventure,Mystery,Audiobook",January 8th 2007,"Little, Brown and Company",769,English,"5,085",4.02,"Bram Stoker Award Nominee for Best Novel (2007),International Horror Guild Award for Best Novel (2008),Shirley Jackson Award Nominee for Novel (Finalist) (2007),British Fantasy Award Nominee for Best Novel (2008)"
510,"Forever (The Wolves of Mercy Falls, #3)","
        (The Wolves of Mercy Falls #3)
",Maggie Stiefvater,"Young Adult,Fantasy,Romance,Fantasy,Paranormal,Shapeshifters,Werewolves,Fiction,Romance,Paranormal Romance,Fantasy,Supernatural,Fantasy,Urban Fantasy",July 12th 2011,Scholastic Press,390,English,"8,251",3.87,Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Favorite Book and for Goodreads Author (2011)
511,"Passion (Fallen, #3)","
        (Fallen #3)
",Lauren Kate,"Young Adult,Fantasy,Paranormal,Angels,Fantasy,Paranormal,Romance,Paranormal Romance,Fantasy,Supernatural,Fiction,Fantasy,Urban Fantasy,Young Adult,Young Adult Fantasy",June 14th 2011,Delacorte Press,420,English,"6,128",3.86,"Children's Choice Book Award Nominee for Teen Choice Book of the Year (2012),Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2011)"
512,The March,,E.L. Doctorow,"Historical,Historical Fiction,Fiction,Military History,Civil War,War,Historical,American History,American Civil War,Literature,Literature,American,Novels",September 12th 2006,"Random House Trade Paperbacks

            ,",363,English,"1,086",3.7,"Pulitzer Prize Nominee for Fiction (2006),PEN/Faulkner Award for Fiction (2006),Michael Shaara Prize for Civil War Fiction (2006),Los Angeles Times Book Prize Nominee for Fiction (2005),National Book Critics Circle Award for Fiction (2005)"
513,Number9Dream,,David Mitchell,"Fiction,Cultural,Japan,Fantasy,Magical Realism,Contemporary,Literary Fiction,Novels,European Literature,British Literature,Literature",February 11th 2003,"Random House Trade Paperbacks

            ,",401,English,"1,700",3.83,"Booker Prize Nominee (2001),James Tait Black Memorial Prize Nominee for Fiction (2001)"
514,"Sovereign (Matthew Shardlake, #3)","
        (Matthew Shardlake #3)
",C.J. Sansom,"Historical,Historical Fiction,Mystery,Fiction,Historical,Mystery,Crime,Mystery,Historical Mystery,English History,Tudor Period,European Literature,British Literature,Thriller",April 1st 2007,"Viking Books

            ,",583,English,"1,257",4.13,"Barry Award Nominee for Best British Crime Novel (2007),Theakston Old Peculier Crime Novel of the Year Nominee (2008)"
515,Big Little Lies,,Liane Moriarty,"Fiction,Mystery,Contemporary,Womens Fiction,Chick Lit,Thriller,Audiobook,Adult,Thriller,Mystery Thriller,Adult Fiction",July 29th 2014,Amy Einhorn Books,458,English,"48,587",4.28,"Davitt Award for Best Adult Novel (2015),Australian Book Industry Award (ABIA) Nominee for General Fiction (2015),Goodreads Choice Award Nominee for Fiction (2014)"
516,"Hopeless (Hopeless, #1)","
        (Hopeless #1)
",Colleen Hoover,"Romance,New Adult,Young Adult,Contemporary,Romance,Contemporary Romance,Fiction,Sociology,Abuse,Young Adult,High School,Womens Fiction,Chick Lit","December 19th 2012 ,",NaN,410,English,"23,446",4.27,
517,"Kushiel's Dart (Phèdre's Trilogy, #1)","
        (Phèdre's Trilogy #1)
",Jacqueline Carey,"Fantasy,Romance,Fiction,Fantasy,Epic Fantasy,Adult Fiction,Erotica,Adult,Science Fiction Fantasy,Fantasy,High Fantasy,Erotica,BDSM",September 5th 2003,"Tor Fantasy

            ,",1040,English,"4,283",3.98,"Locus Award for Best First Novel (2002),Gaylactic Spectrum Award Nominee for Best Novel (2002),Romantic Times Reviewers' Choice Award (RT Award) for Best Fantasy Novel (2001)"
518,Star of the Sea,,Joseph O'Connor,"Historical,Historical Fiction,Fiction,Cultural,Ireland,European Literature,Irish Literature,Historical,Mystery,Book Club,Novels,Literature",March 8th 2004,"Mariner Books

            ,",432,English,700,3.79,"Prix Littéraire Européen - Madeleine Zepter (2003),Prix Millepages Award for Foreign Fiction (2003)"
519,Skeletons at the Feast,,Chris Bohjalian,"Historical,Historical Fiction,Fiction,War,World War II,World War II,Holocaust,Historical,War,Cultural,Germany,Audiobook,Adult Fiction",May 6th 2008,"Crown

            ,",372,English,"2,497",3.99,
520,"To the Nines (Stephanie Plum, #9)","
        (Stephanie Plum #9)
",Janet Evanovich,"Mystery,Fiction,Humor,Womens Fiction,Chick Lit,Romance,Mystery,Crime,Humor,Comedy,Thriller,Mystery Thriller,Contemporary",June 5th 2004,"St. Martin's Press

            ,",352,English,"2,171",4.13,
521,"Obsidian (Lux, #1)","
        (Lux #1)
",Jennifer L. Armentrout,"Young Adult,Fantasy,Fantasy,Paranormal,Romance,Science Fiction,Aliens,Science Fiction,Romance,Paranormal Romance,Fantasy,Supernatural,Fantasy,Urban Fantasy",May 8th 2012,"Entangled Teen

            ,",335,English,"19,051",4.14,
